,index,Year,Team,GP,AB,H,BA,OBPct,TB,SlgPct,R,2B,3B,HR,RBI,BB,HBP,SF,SH,K,DP,SB,CS,Picked,IBB,season_id,school_id,stats_player_seq,name,G,RBI2out,OPP DP
152,0,2011-12,{'href': '/team/172/10942'},13,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,172,1213182,Louis Concato,,,
153,1,2012-13,{'href': '/team/172/11320'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,172,1213182,Louis Concato,,,
154,2,2013-14,{'href': '/team/172/11620'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,172,1213182,Louis Concato,,,
155,0,2011-12,{'href': '/team/172/10942'},19,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,172,1213183,Mike Dodakian,,,
156,1,2012-13,{'href': '/team/172/11320'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,172,1213183,Mike Dodakian,,,
157,2,2013-14,{'href': '/team/172/11620'},2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,172,1213183,Mike Dodakian,,,
158,0,2011-12,{'href': '/team/172/10942'},9,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,172,1213184,Mitch Horacek,,,
159,1,2012-13,{'href': '/team/172/11320'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,172,1213184,Mitch Horacek,,,
160,0,2011-12,{'href': '/team/172/10942'},35,122,43,0.352,0.436,-,0.623,26,8,-,5,26,13,5,-,-,18,6,3,1,-,-,11320,172,1213185,Jeff Keller,,,
161,1,2012-13,{'href': '/team/172/11320'},40,141,52,0.369,0.453,-,0.702,39,21,4,6,41,20,5,4,-,22,3,8,-,-,5,11320,172,1213185,Jeff Keller,,,
162,2,2013-14,{'href': '/team/172/11620'},39,146,45,0.308,0.381,-,0.466,29,15,1,2,17,12,7,3,1,23,1,11,3,-,4,11320,172,1213185,Jeff Keller,,,
163,0,2011-12,{'href': '/team/172/10942'},2,1,0,0.000,0.000,-,0.000,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,172,1213186,Shane Ogren,,,
164,1,2012-13,{'href': '/team/172/11320'},9,20,4,0.200,0.238,-,0.250,6,1,-,-,4,1,-,-,1,5,-,1,-,-,-,11320,172,1213186,Shane Ogren,,,
165,0,2011-12,{'href': '/team/172/10942'},39,142,46,0.324,0.414,-,0.634,30,11,2,5,41,19,5,3,1,17,1,-,1,-,2,11320,172,1213187,Dustin Selzer,,,
166,1,2012-13,{'href': '/team/172/11320'},40,138,39,0.283,0.393,-,0.420,26,10,-,3,25,22,5,3,-,21,2,-,-,-,1,11320,172,1213187,Dustin Selzer,,,
167,2,2013-14,{'href': '/team/172/11620'},37,119,35,0.294,0.371,-,0.403,12,7,-,2,22,10,7,4,-,24,-,-,-,-,-,11320,172,1213187,Dustin Selzer,,,
168,0,2011-12,{'href': '/team/172/10942'},7,10,2,0.200,0.333,-,0.200,0,-,-,-,1,2,-,-,-,2,-,-,-,-,-,11320,172,1213188,Ryan Toimil,,,
169,1,2012-13,{'href': '/team/172/11320'},11,20,9,0.450,0.556,-,0.700,5,2,-,1,6,3,3,1,-,4,-,-,-,-,-,11320,172,1213188,Ryan Toimil,,,
170,2,2013-14,{'href': '/team/172/11620'},17,35,8,0.229,0.341,-,0.229,2,-,-,-,1,5,1,-,-,9,1,-,-,-,-,11320,172,1213188,Ryan Toimil,,,
171,0,2011-12,{'href': '/team/275/10942'},29,92,28,0.304,0.340,-,0.435,9,3,1,1,9,3,2,-,3,16,-,-,1,-,-,11320,275,1213950,Carlton Bailey,,,
172,1,2012-13,{'href': '/team/275/11320'},35,130,36,0.277,0.319,-,0.292,13,2,-,-,12,5,3,-,4,13,1,2,2,-,-,11320,275,1213950,Carlton Bailey,,,
173,2,2013-14,{'href': '/team/275/11620'},33,113,36,0.319,0.384,-,0.381,15,7,-,-,13,8,4,-,7,20,-,3,-,-,-,11320,275,1213950,Carlton Bailey,,,
174,0,2011-12,{'href': '/team/275/10942'},13,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,275,1213952,Baron Davis,,,
175,1,2012-13,{'href': '/team/275/11320'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1213952,Baron Davis,,,
176,2,2013-14,{'href': '/team/275/11620'},2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1213952,Baron Davis,,,
177,0,2011-12,{'href': '/team/275/10942'},5,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,275,1213954,Sam Dodge,,,
178,1,2012-13,{'href': '/team/275/11320'},11,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1213954,Sam Dodge,,,
179,2,2013-14,{'href': '/team/275/11620'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1213954,Sam Dodge,,,
180,0,2011-12,{'href': '/team/275/10942'},18,17,1,0.059,0.158,-,0.059,2,-,-,-,0,2,-,-,2,10,-,-,1,-,-,11320,275,1213956,Jeff Hajdin,,,
181,1,2012-13,{'href': '/team/275/11320'},35,99,24,0.242,0.312,-,0.273,9,3,-,-,2,7,3,-,7,27,2,-,1,-,-,11320,275,1213956,Jeff Hajdin,,,
182,2,2013-14,{'href': '/team/275/11620'},13,9,-,0.000,0.000,-,0.000,-,-,-,-,-,-,-,-,1,5,-,-,-,-,-,11320,275,1213956,Jeff Hajdin,,,
183,0,2011-12,{'href': '/team/275/10942'},5,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,275,1213958,Peter Kaplan,,,
184,1,2012-13,{'href': '/team/275/11320'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1213958,Peter Kaplan,,,
185,2,2013-14,{'href': '/team/275/11620'},4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,275,1213958,Peter Kaplan,,,
186,0,2011-12,{'href': '/team/813/10942'},11,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,813,1215737,Rob Cerfolio,,,
187,1,2012-13,{'href': '/team/813/11320'},14,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,813,1215737,Rob Cerfolio,,,
188,0,2011-12,{'href': '/team/813/10942'},6,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,813,1215738,Michael Coleman,,,
189,1,2012-13,{'href': '/team/813/11320'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,813,1215738,Michael Coleman,,,
190,2,2013-14,{'href': '/team/813/11620'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,813,1215738,Michael Coleman,,,
191,0,2011-12,{'href': '/team/813/10942'},45,155,43,0.277,0.331,-,0.503,21,11,1,4,33,11,3,3,-,38,6,4,1,-,1,11320,813,1215739,Kevin Fortunato,,,
192,1,2012-13,{'href': '/team/813/11320'},19,37,10,0.270,0.372,-,0.297,5,1,-,-,1,5,1,-,1,11,-,-,1,-,-,11320,813,1215739,Kevin Fortunato,,,
193,2,2013-14,{'href': '/team/813/11620'},26,44,7,0.159,0.260,-,0.250,6,4,-,-,7,6,-,-,-,16,1,2,1,-,-,11320,813,1215739,Kevin Fortunato,,,
194,0,2011-12,{'href': '/team/813/10942'},45,162,55,0.340,0.412,-,0.389,21,8,-,-,8,19,1,-,6,29,6,11,7,-,2,11320,813,1215740,Cale Hanson,,,
195,1,2012-13,{'href': '/team/813/11320'},22,35,6,0.171,0.256,-,0.200,3,1,-,-,1,4,-,-,4,8,-,-,1,-,-,11320,813,1215740,Cale Hanson,,,
196,2,2013-14,{'href': '/team/813/11620'},41,147,39,0.265,0.321,-,0.327,26,7,1,-,10,8,4,-,5,29,4,3,1,-,-,11320,813,1215740,Cale Hanson,,,
197,0,2011-12,{'href': '/team/813/10942'},13,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,813,1215741,David Hickey,,,
198,1,2012-13,{'href': '/team/813/11320'},10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,813,1215741,David Hickey,,,
199,2,2013-14,{'href': '/team/813/11620'},11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,813,1215741,David Hickey,,,
200,0,2011-12,{'href': '/team/813/10942'},42,145,34,0.234,0.274,-,0.400,20,10,1,2,18,6,3,3,4,30,6,6,1,-,-,11320,813,1215742,Jacob Hunter,,,
201,1,2012-13,{'href': '/team/813/11320'},36,122,41,0.336,0.391,-,0.410,17,6,-,1,8,10,3,3,-,17,3,8,3,-,-,11320,813,1215742,Jacob Hunter,,,
202,2,2013-14,{'href': '/team/813/11620'},22,78,27,0.346,0.393,-,0.500,13,8,2,-,15,6,2,3,-,17,2,2,3,-,-,11320,813,1215742,Jacob Hunter,,,
203,0,2011-12,{'href': '/team/167/10942'},32,77,24,0.312,0.398,-,0.649,15,3,2,3,16,10,1,-,-,17,1,3,-,-,-,11320,167,1215855,Tom D'Alessandro,,,
204,1,2012-13,{'href': '/team/167/11320'},40,131,33,0.252,0.377,-,0.336,17,6,-,1,15,23,4,1,2,31,3,11,2,-,-,11320,167,1215855,Tom D'Alessandro,,,
205,2,2013-14,{'href': '/team/167/11620'},37,125,33,0.264,0.383,-,0.304,20,5,-,-,12,20,6,3,4,25,2,17,4,-,-,11320,167,1215855,Tom D'Alessandro,,,
206,0,2011-12,{'href': '/team/167/10942'},46,134,37,0.276,0.380,-,0.455,18,6,2,2,25,15,8,1,1,26,2,5,3,-,-,11320,167,1215856,Ben Swinford,,,
207,1,2012-13,{'href': '/team/167/11320'},30,92,24,0.261,0.355,-,0.391,18,3,1,1,12,9,5,1,3,17,-,7,2,-,-,11320,167,1215856,Ben Swinford,,,
208,2,2013-14,{'href': '/team/167/11620'},33,98,20,0.204,0.316,-,0.286,8,5,-,1,12,13,3,-,4,18,-,3,2,-,-,11320,167,1215856,Ben Swinford,,,
209,0,2011-12,{'href': '/team/167/10942'},4,5,2,0.400,0.400,-,0.400,1,-,-,-,1,-,-,-,-,1,-,-,-,-,-,11320,167,1215857,Forrest Crawford,,,
210,1,2012-13,{'href': '/team/167/11320'},8,14,3,0.214,0.214,-,0.286,2,1,-,-,2,-,-,-,2,2,-,-,-,-,-,11320,167,1215857,Forrest Crawford,,,
211,0,2011-12,{'href': '/team/167/10942'},16,29,5,0.172,0.265,-,0.207,5,1,-,-,5,4,-,1,-,9,-,-,-,-,-,11320,167,1215858,Ryan Plantier,,,
212,1,2012-13,{'href': '/team/167/11320'},40,132,30,0.227,0.307,-,0.379,16,5,-,3,24,15,1,2,2,27,1,2,1,-,-,11320,167,1215858,Ryan Plantier,,,
213,2,2013-14,{'href': '/team/167/11620'},38,133,34,0.256,0.342,-,0.293,9,5,-,-,19,14,4,1,-,25,4,-,1,-,-,11320,167,1215858,Ryan Plantier,,,
214,0,2011-12,{'href': '/team/167/10942'},6,0,0,-,-,-,-,1,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,167,1215859,Jimmy Sikorski,,,
215,1,2012-13,{'href': '/team/167/11320'},1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,167,1215859,Jimmy Sikorski,,,
216,2,2013-14,{'href': '/team/167/11620'},7,10,-,0.000,0.091,-,0.000,-,-,-,-,1,1,-,-,-,2,-,-,-,-,-,11320,167,1215859,Jimmy Sikorski,,,
217,0,2011-12,{'href': '/team/167/10942'},49,178,46,0.258,0.351,-,0.680,33,7,2,12,34,20,7,3,-,49,2,8,2,-,3,11320,167,1215865,Chris Cruz,,,
218,1,2012-13,{'href': '/team/167/11320'},21,71,15,0.211,0.291,-,0.563,13,5,-,4,11,5,3,-,-,20,2,2,2,-,1,11320,167,1215865,Chris Cruz,,,
219,2,2013-14,{'href': '/team/167/11620'},38,143,35,0.245,0.325,-,0.427,23,4,2,6,25,13,4,-,1,47,1,4,2,-,2,11320,167,1215865,Chris Cruz,,,
220,0,2011-12,{'href': '/team/167/10942'},20,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,167,1215866,Houston Hawley,,,
221,1,2012-13,{'href': '/team/167/11320'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,167,1215866,Houston Hawley,,,
222,0,2011-12,{'href': '/team/167/10942'},11,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,167,1215867,Connor Kaufmann,,,
223,1,2012-13,{'href': '/team/167/11320'},2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,167,1215867,Connor Kaufmann,,,
224,2,2013-14,{'href': '/team/167/11620'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,167,1215867,Connor Kaufmann,,,
225,0,2011-12,{'href': '/team/172/10942'},5,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,172,1301149,Chris England,,,
226,1,2013-14,{'href': '/team/172/11620'},7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,172,1301149,Chris England,,,
227,2,2014-15,{'href': '/team/172/12080'},7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,172,1301149,Chris England,,,
228,0,2011-12,{'href': '/team/172/10942'},10,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,172,1301150,Adam Frank,,,
229,1,2012-13,{'href': '/team/172/11320'},6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,172,1301150,Adam Frank,,,
230,2,2013-14,{'href': '/team/172/11620'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,172,1301150,Adam Frank,,,
231,3,2014-15,{'href': '/team/172/12080'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,172,1301150,Adam Frank,,,
232,0,2011-12,{'href': '/team/172/10942'},1,0,0,-,1.000,-,-,0,-,-,-,0,-,1,-,-,-,-,-,-,-,-,11320,172,1301151,Jay Graham,,,
233,1,2012-13,{'href': '/team/172/11320'},10,23,6,0.261,0.320,-,0.304,3,1,-,-,3,2,-,-,-,3,-,-,-,-,-,11320,172,1301151,Jay Graham,,,
234,2,2013-14,{'href': '/team/172/11620'},8,3,-,0.000,0.000,-,0.000,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,172,1301151,Jay Graham,,,
235,3,2014-15,{'href': '/team/172/12080'},10,14,4,0.286,0.286,-,0.500,2,-,-,1,4,-,-,-,-,3,-,-,-,-,-,11320,172,1301151,Jay Graham,,,
236,0,2011-12,{'href': '/team/172/10942'},39,136,33,0.243,0.300,-,0.360,21,6,-,2,25,8,4,2,2,25,7,1,-,-,-,11320,172,1301152,Nick Lombardi,,,
237,1,2012-13,{'href': '/team/172/11320'},39,143,42,0.294,0.314,-,0.476,26,12,1,4,39,6,1,6,-,32,3,-,1,-,-,11320,172,1301152,Nick Lombardi,,,
238,2,2013-14,{'href': '/team/172/11620'},39,141,39,0.277,0.327,-,0.489,18,9,3,5,26,10,2,3,-,24,3,-,2,-,-,11320,172,1301152,Nick Lombardi,,,
239,3,2014-15,{'href': '/team/172/12080'},42,146,37,0.253,0.335,-,0.301,17,7,-,-,25,16,3,2,1,17,6,4,1,-,-,11320,172,1301152,Nick Lombardi,,,
240,0,2011-12,{'href': '/team/172/10942'},15,41,12,0.293,0.311,-,0.317,4,1,-,-,8,2,-,2,1,10,2,-,-,-,-,11320,172,1301153,Matt Macdowell,,,
241,1,2012-13,{'href': '/team/172/11320'},32,113,34,0.301,0.350,-,0.442,13,6,2,2,26,7,2,1,-,14,4,-,1,-,-,11320,172,1301153,Matt Macdowell,,,
242,2,2013-14,{'href': '/team/172/11620'},30,90,21,0.233,0.276,-,0.278,4,4,-,-,6,6,-,2,2,10,-,1,-,-,1,11320,172,1301153,Matt Macdowell,,,
243,3,2014-15,{'href': '/team/172/12080'},32,84,15,0.179,0.237,-,0.190,6,1,-,-,14,6,1,2,9,14,2,-,-,-,-,11320,172,1301153,Matt Macdowell,,,
244,0,2011-12,{'href': '/team/172/10942'},17,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,172,1301155,Thomas Olson,,,
245,1,2012-13,{'href': '/team/172/11320'},14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,172,1301155,Thomas Olson,,,
246,2,2014-15,{'href': '/team/172/12080'},5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,172,1301155,Thomas Olson,,,
247,0,2011-12,{'href': '/team/172/10942'},15,42,11,0.262,0.367,-,0.357,7,-,1,-,6,5,2,-,-,6,1,1,-,-,-,11320,172,1301156,Matt Parisi,,,
248,1,2012-13,{'href': '/team/172/11320'},40,167,55,0.329,0.392,-,0.431,31,12,1,1,15,12,6,1,3,23,4,3,-,-,-,11320,172,1301156,Matt Parisi,,,
249,2,2013-14,{'href': '/team/172/11620'},39,139,38,0.273,0.348,-,0.353,18,2,-,3,12,13,4,2,4,29,6,2,3,-,-,11320,172,1301156,Matt Parisi,,,
250,3,2014-15,{'href': '/team/172/12080'},42,159,51,0.321,0.366,-,0.459,26,17,1,1,17,11,1,1,-,30,5,1,1,-,1,11320,172,1301156,Matt Parisi,,,
251,0,2011-12,{'href': '/team/172/10942'},41,152,39,0.257,0.335,-,0.375,25,9,1,1,32,15,4,2,2,20,3,3,1,-,-,11320,172,1301158,Thomas Roulis,,,
252,1,2012-13,{'href': '/team/172/11320'},7,23,9,0.391,0.391,-,0.609,3,1,2,-,2,-,-,-,-,3,-,-,-,-,-,11320,172,1301158,Thomas Roulis,,,
253,2,2013-14,{'href': '/team/172/11620'},38,150,45,0.300,0.344,-,0.407,20,5,4,1,25,9,2,2,1,14,2,2,2,-,-,11320,172,1301158,Thomas Roulis,,,
254,0,2011-12,{'href': '/team/172/10942'},14,10,2,0.200,0.333,-,0.200,3,-,-,-,0,2,-,-,-,5,-,-,-,-,-,11320,172,1301160,Bo Patterson,,,
255,1,2012-13,{'href': '/team/172/11320'},38,94,24,0.255,0.355,-,0.277,15,2,-,-,5,12,3,1,4,18,2,6,2,-,-,11320,172,1301160,Bo Patterson,,,
256,2,2013-14,{'href': '/team/172/11620'},32,78,23,0.295,0.329,-,0.321,14,2,-,-,10,4,-,-,5,12,-,4,4,-,-,11320,172,1301160,Bo Patterson,,,
257,3,2014-15,{'href': '/team/172/12080'},27,53,9,0.170,0.228,-,0.170,5,-,-,-,1,3,1,-,5,11,-,1,-,-,-,11320,172,1301160,Bo Patterson,,,
258,0,2011-12,{'href': '/team/158/10942'},19,22,4,0.182,0.333,-,0.227,1,1,-,-,3,4,1,-,-,4,-,-,-,-,-,11320,158,1303168,Gus Craig,,,
259,1,2012-13,{'href': '/team/158/11320'},32,34,11,0.324,0.410,-,0.382,4,2,-,-,4,3,2,-,2,7,3,2,-,-,1,11320,158,1303168,Gus Craig,,,
260,2,2013-14,{'href': '/team/158/11620'},48,159,44,0.277,0.345,-,0.484,27,9,3,6,26,11,6,1,3,16,1,3,3,-,1,11320,158,1303168,Gus Craig,,,
261,3,2014-15,{'href': '/team/158/12080'},48,184,61,0.332,0.400,-,0.598,44,14,4,9,36,14,9,3,-,32,5,7,3,-,1,11320,158,1303168,Gus Craig,,,
262,0,2011-12,{'href': '/team/158/10942'},34,75,18,0.240,0.396,-,0.280,14,3,-,-,5,13,7,1,1,27,-,5,3,-,1,11320,158,1303171,Jordan Serena,,,
263,1,2012-13,{'href': '/team/158/11320'},47,176,49,0.278,0.358,-,0.398,39,16,1,1,13,11,12,2,7,43,1,27,1,-,-,11320,158,1303171,Jordan Serena,,,
264,2,2013-14,{'href': '/team/158/11620'},48,187,57,0.305,0.401,-,0.385,41,9,3,-,14,19,13,3,2,29,4,25,5,-,3,11320,158,1303171,Jordan Serena,,,
265,3,2014-15,{'href': '/team/158/12080'},51,207,66,0.319,0.396,-,0.406,44,8,2,2,23,20,7,1,4,44,4,21,7,-,-,11320,158,1303171,Jordan Serena,,,
266,0,2011-12,{'href': '/team/158/10942'},18,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,158,1303172,David Spinosa,,,
267,1,2012-13,{'href': '/team/158/11320'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1303172,David Spinosa,,,
268,2,2013-14,{'href': '/team/158/11620'},1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1303172,David Spinosa,,,
269,0,2011-12,{'href': '/team/158/10942'},17,31,4,0.129,0.222,-,0.290,4,1,1,-,3,2,2,1,1,9,-,-,1,-,-,11320,158,1303174,David Vandercook,,,
270,1,2012-13,{'href': '/team/158/11320'},48,146,29,0.199,0.339,-,0.329,23,5,4,2,17,18,13,-,7,36,-,4,-,-,1,11320,158,1303174,David Vandercook,,,
271,2,2013-14,{'href': '/team/158/11620'},47,159,40,0.252,0.346,-,0.440,22,15,-,5,34,15,10,4,4,45,3,2,1,-,-,11320,158,1303174,David Vandercook,,,
272,3,2014-15,{'href': '/team/158/12080'},50,172,53,0.308,0.421,-,0.535,29,14,2,7,36,28,7,2,1,39,-,2,-,-,1,11320,158,1303174,David Vandercook,,,
273,0,2011-12,{'href': '/team/158/10942'},4,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,158,1303176,Mike Weisman,,,
274,1,2012-13,{'href': '/team/158/11320'},14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1303176,Mike Weisman,,,
275,2,2013-14,{'href': '/team/158/11620'},15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1303176,Mike Weisman,,,
276,3,2014-15,{'href': '/team/158/12080'},13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,158,1303176,Mike Weisman,,,
277,0,2011-12,{'href': '/team/540/10942'},39,134,37,0.276,0.326,-,0.336,10,4,1,-,17,10,-,-,5,13,2,6,2,-,1,11320,540,1309927,Austin Bossart,,,
278,1,2012-13,{'href': '/team/540/11320'},40,144,40,0.278,0.321,-,0.451,25,8,4,3,25,4,6,2,1,23,-,9,1,-,1,11320,540,1309927,Austin Bossart,,,
279,2,2013-14,{'href': '/team/540/11620'},36,141,45,0.319,0.415,-,0.468,28,9,-,4,18,11,12,-,2,26,6,-,1,-,-,11320,540,1309927,Austin Bossart,,,
280,3,2014-15,{'href': '/team/540/12080'},37,137,49,0.358,0.420,-,0.540,21,13,-,4,27,13,6,6,1,18,5,6,3,-,1,11320,540,1309927,Austin Bossart,,,
281,0,2012-13,{'href': '/team/540/11320'},4,4,-,0.000,0.000,-,0.000,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,11320,540,1309928,Paul Cotler,,,
282,1,2013-14,{'href': '/team/540/11620'},7,6,2,0.333,0.429,-,0.667,2,2,-,-,2,-,1,-,-,1,-,-,-,-,-,11320,540,1309928,Paul Cotler,,,
283,2,2014-15,{'href': '/team/540/12080'},6,12,-,0.000,0.077,-,0.000,-,-,-,-,-,1,-,-,-,3,1,-,-,-,-,11320,540,1309928,Paul Cotler,,,
284,0,2011-12,{'href': '/team/540/10942'},7,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,540,1309929,Connor Cuff,,,
285,1,2012-13,{'href': '/team/540/11320'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1309929,Connor Cuff,,,
286,2,2013-14,{'href': '/team/540/11620'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1309929,Connor Cuff,,,
287,3,2014-15,{'href': '/team/540/12080'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1309929,Connor Cuff,,,
288,0,2011-12,{'href': '/team/540/10942'},17,0,0,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,11320,540,1309930,Dan Gautieri,,,
289,1,2012-13,{'href': '/team/540/11320'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1309930,Dan Gautieri,,,
290,2,2013-14,{'href': '/team/540/11620'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1309930,Dan Gautieri,,,
291,3,2014-15,{'href': '/team/540/12080'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1309930,Dan Gautieri,,,
292,0,2011-12,{'href': '/team/540/10942'},22,27,5,0.185,0.185,-,0.222,1,1,-,-,4,-,-,-,-,9,1,-,-,-,-,11320,540,1309931,Ronnie Glenn,,,
293,1,2012-13,{'href': '/team/540/11320'},15,1,-,0.000,0.000,-,0.000,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,11320,540,1309931,Ronnie Glenn,,,
294,2,2013-14,{'href': '/team/540/11620'},8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1309931,Ronnie Glenn,,,
295,3,2014-15,{'href': '/team/540/12080'},9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1309931,Ronnie Glenn,,,
296,0,2012-13,{'href': '/team/540/11320'},32,76,19,0.250,0.277,-,0.395,5,5,-,2,14,3,1,3,-,15,1,1,-,-,-,11320,540,1309932,Joey Greco,,,
297,0,2012-13,{'href': '/team/540/11320'},4,1,-,0.000,0.000,-,0.000,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1309934,Brian Hurst,,,
298,1,2013-14,{'href': '/team/540/11620'},2,3,-,0.000,0.000,-,0.000,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,11320,540,1309934,Brian Hurst,,,
299,0,2011-12,{'href': '/team/540/10942'},8,4,1,0.250,0.250,-,0.250,0,-,-,-,0,-,-,-,-,3,-,-,-,-,-,11320,540,1309935,Ian Kukowski,,,
300,1,2012-13,{'href': '/team/540/11320'},6,14,2,0.143,0.250,-,0.143,2,-,-,-,-,1,1,-,1,2,2,-,-,-,-,11320,540,1309935,Ian Kukowski,,,
301,2,2013-14,{'href': '/team/540/11620'},8,17,5,0.294,0.368,-,0.353,4,1,-,-,1,2,-,-,1,6,-,2,-,-,-,11320,540,1309935,Ian Kukowski,,,
302,0,2012-13,{'href': '/team/540/11320'},12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11320,540,1309948,Jeff Mcgarry,,,
303,1,2013-14,{'href': '/team/540/11620'},36,135,45,0.333,0.392,-,0.489,25,9,-,4,27,10,5,3,2,20,4,2,1,-,-,11320,540,1309948,Jeff Mcgarry,,,
